s_id_1,w_id_1,sentence_1,s_id_2,w_id_2,sentence_2,s_id_3,w_id_3,sentence_3,s_id_4,w_id_4,sentence_4,s_id_5,w_id_5,sentence_5,s_id_6,w_id_6,sentence_6,s_id_7,w_id_7,sentence_7,s_id_8,w_id_8,sentence_8,s_id_9,w_id_9,sentence_9,s_id_10,w_id_10,sentence_10
608_97 ,A29T1GZFGRLWDM ,7 percent people are Muslims&#44; of which 20% are Shia&#39;s and 77 percent are Sunni&#39;s and the remaining 3% belong to other religions,608_98 ,A29T1GZFGRLWDM ,Nearly 1% Pakistani are Hindu&#39;s and nearly the same amount are Christians,608_99 ,A2KJ7A30NJYY1K ,Other than this in Karachi there are Parsi&#44; in Punjab and Sarhad Sikh and in Northern Areas belong to tribal religions,614_10 ,A2KMRPCKI6YGYK ,there are 60 to 80 million people who speak pure Urdu,614_13 ,A1ZSKDWK3U7KKR ,According to L. Nejadi&#39;s 1999 statistics&#44; Urdu and Hindi is the world&#39;s fifth most spoken language.,614_14 ,A29T1GZFGRLWDM ,According to George Webber in language Today: In the worlds top ten languages&#44; Urdu and Hindi is ranked fouth after Chinese&#44; English and Spanish,614_15 ,A1ZSKDWK3U7KKR ,4 of the world&#39;s population,614_17 ,A1ZSKDWK3U7KKR ,Due to Urdu&#39;s similarity with Hindi&#44; speakers of both languages could generally understand each other.,614_18 ,A1ZSKDWK3U7KKR ,In fact&#44; linguistic experts consider both of these languages to be parts of the same language.,614_19 ,A3AH3NPF2NG7F4 ,But they are different economically and politically.
614_20 ,APH5QH4BC1AXB ,The person who believes Urdu as their mother tongue they does not recognize Hindi and vice versa.,614_21 ,A1ZSKDWK3U7KKR ,Urdu possesses the status of national language in all of Pakistan&#39;s provinces.,614_22 ,A3AH3NPF2NG7F4 ,It is taught in the schools till the higher classes as compulsory subject.,614_23 ,A1ZSKDWK3U7KKR ,That has produced hundreds of million of Urdu speakers&#44; whose mother language is one among the Punjabi&#44; Pashto&#44; Sindhi&#44; Balochi&#44; Kashmiri&#44; Brahwi and Chitrali.,614_24 ,A3AH3NPF2NG7F4 ,Urdu is the common language of Pakistan and is using words from other languages of the region.,614_25 ,A1ZSKDWK3U7KKR ,This accent of Urdu is now known as &#39;Pakistani Urdu&#39;.,614_26 ,A1ZSKDWK3U7KKR ,This matter is changing the opinion about Urdu&#44; such as &quot;Urdu speaker is the one who speaks Urdu regardless of having some other language as his mother language&quot;.,614_27 ,A1ZSKDWK3U7KKR ,Regional languages are also getting influenced by Urdu.,614_29 ,APH5QH4BC1AXB ,Five million Afghan Immigrants who spend 25 years in  Pakistan speaks Urdu Language.,614_30 ,APH5QH4BC1AXB ,They are all known for speaking Urdu.
614_31 ,A208WQ9BXC6F6S ,In Pakistan a great number of Urdu newspaper are published which include Roznama Jang&#44; Nawa e Waqt and Millat.,614_32 ,A208WQ9BXC6F6S ,in India&#44; Urdu is spoken and used in those areas where Muslim minorities live or those cities which were led by Muslim leaders in the past,614_33 ,APH5QH4BC1AXB ,These include Uttar Pradesh ( especially Lucknow)&#44; Delhi&#44; Bhopal&#44; Hyderabad&#44; Kolkata &#44; Mysore&#44; Patna&#44; Ajmer and Ahmadabad,614_34 ,APH5QH4BC1AXB ,In some Indian schools Urdu is teached as basic language and exams will be conducted in Urdu language.,614_35 ,A3G47CAV3O0ELG ,Indian religious schools give education in Arabic and Urdu,614_36 ,A208WQ9BXC6F6S ,total of Indian Urdu newspapers in 29.,614_37 ,A208WQ9BXC6F6S ,outside south Asia Urdu language is spoken by south Asian migrant labors in Persian gulf and Saudi Arabia.,614_38 ,A208WQ9BXC6F6S ,this language is spoken by migrants living in Britain&#44; America&#44; Canada&#44; Germany&#44; Norway and Australia.,614_39 ,A208WQ9BXC6F6S ,countries where Urdu speakers live in large numbers:,614_43 ,A2KMRPCKI6YGYK ,united countries (747&#44;285) [2001]&#44; 1.
614_47 ,A208WQ9BXC6F6S ,United Arab Emirates (13% &#44;600&#44;000),614_48 ,A3DO7MTDWH7MN2 ,Saudi Arabia(1&#44;382&#44;000),614_52 ,A3DO7MTDWH7MN2 ,United States of American (350&#44;000),614_54 ,A208WQ9BXC6F6S ,Afghanistan (8% &#44;320&#44;000),614_55 ,APH5QH4BC1AXB ,South Africa (170&#44;000 South Asian Muslims where some can speak Urdu.),614_56 ,A29T1GZFGRLWDM ,Canada (156&#44;415 [2006]&#44; 0.,614_71 ,A29T1GZFGRLWDM ,From the given list one can find that most urdu speaking people are in small arab states (UAE&#44; Bahrain) rather than in South Asia,614_72 ,A29T1GZFGRLWDM ,Where their total is greater than 10 percent of the population,614_73 ,A29T1GZFGRLWDM ,The reason for this is a large proportion of Indian and Pakistani expatriates,614_75 ,A29T1GZFGRLWDM ,Urdu is Pakistans national language and is spoken and understood in the entire country
614_76 ,A29T1GZFGRLWDM ,It is used in education&#44; offices&#44; courts&#44; medical and religious institutes,614_77 ,A3AH3NPF2NG7F4 ,This country is full of social and cultural wealth.,614_78 ,A3AH3NPF2NG7F4 ,Urdu is one of the official languages of India.,614_79 ,A3AH3NPF2NG7F4 ,It is in Indian states Andhara Pardesh&#44; Bihar&#44; Jammu and Kashmir&#44; Uter Pardesh and capital Delhi.,614_81 ,A3AH3NPF2NG7F4 ,Theories about the start of Urdu Language,614_83 ,A3AH3NPF2NG7F4 ,List of personal websites written in Urdu,614_85 ,A3AH3NPF2NG7F4 ,Download offline and editable English to Urdu dictionary.,614_89 ,A19B5AHVCXP765 ,Ethnologue&#39;s report on Urdu,624_10 ,APH5QH4BC1AXB ,Because of the port located in the capital of Pakistan the city had started Industrial activities with other cities.,624_11 ,A29T1GZFGRLWDM ,IN 1959&#44; despite the capital city being moved to Islamabad&#44; this city&#39;s development and population growth did not stop
624_12 ,A29T1GZFGRLWDM ,People from all over Pakistan come to Karachi looking for jobs which is why there is a large number of religious&#44; cultural and social groups here,624_13 ,A29T1GZFGRLWDM ,This is why Karachi is also called Mini Pakistan,624_14 ,A29T1GZFGRLWDM ,The rivalry between these two groups in the 80&#39;s and 90&#39;s resulted in riots&#44; torture and terrorism,624_16 ,A29T1GZFGRLWDM ,In the 21st century&#44; besides economic growth of the country&#44; the situation of Karachi also got better,624_17 ,A3AH3NPF2NG7F4 ,The Public security situation in Karachi has improved a great deal and there is an increase in rate of progress of different sectors of the city.,624_18 ,A29T1GZFGRLWDM ,Karachi is on the Northern edge of the River Sindh,624_19 ,A29T1GZFGRLWDM ,The city is next to a natural port,624_20 ,AHXG6KBR16CJF ,Karachi is situated at 24&#39;52&#39; north and 67&#39;03 east.,624_24 ,A1ZSKDWK3U7KKR ,An old photograph of Karachi&#44; 1889,624_25 ,A1ZSKDWK3U7KKR ,Ancient Greek knew Karachi with many different names: Krokola&#44; where Alexander the Great camped in order to prepare for a return to Babylon along with his army; Bandar Marontobara (Possibly the Manora island near the Karachi Port&#44; from where Nearichis&#44; Alexander&#39;s Commander&#44; returned to his homeland); and Barbaricon&#44; which was a harbor of Hindustani-Greek&#39;s  dominion of Bactria.
624_26 ,A29T1GZFGRLWDM ,Besides this&#44; the Arabs called this as the port of deebal&#44; from where Muhammad bin Qasim started his victories in 712,624_27 ,A1ZSKDWK3U7KKR ,According to British historian Elliot&#44; some areas of current day Karachi and Manora Island were a part of Deebal.,624_28 ,A29T1GZFGRLWDM ,In 1772&#44; the village of Kolachi jo Goth was selected as the trading port with Muscat and Bahrain,624_30 ,A29T1GZFGRLWDM ,In order to defend the expanding city&#44; a border was made around the city and canons were imported and installed at the borders,624_32 ,A1ZSKDWK3U7KKR ,One of the gates faced the sea and was known as Kharadar (Kharodar in Sindhi) for that very reason. The other gate faced the Liary lake&#44; and was known as Meethadar (Mithudar in Sindhi) for that reason.,624_33 ,A1ZSKDWK3U7KKR ,Karachi was part of Khan of Kallat&#39;s state until 1795 AD.,624_34 ,A19B5AHVCXP765 ,That year war had started between rulers of Sindh and Khan of Kalat&#44; and Sindh Government had taken control on Karachi.,624_35 ,A19B5AHVCXP765 ,After that Karachi&#39;s population had increased because of the success of city&#39;s port and becoming the central point for trade of much bigger country.,624_36 ,A29T1GZFGRLWDM ,This success brought people to this city&#44; but also brought it under the microscope for the British,624_39 ,A29T1GZFGRLWDM ,Frere Hall is an example of a building of the British rule
624_40 ,A29T1GZFGRLWDM ,The English attacked Karachi on 3rd February&#44; 1839 and captured it,624_41 ,A29T1GZFGRLWDM ,3 years later&#44; it was brought under the British India and made into a district,624_42 ,A19B5AHVCXP765 ,English men had kept a good eye on the development of the city for making the natural port of Karachi an important trade center of the valley of Sindh river.,624_44 ,A29T1GZFGRLWDM ,In 1857 during the war of independence&#44; the 21st Nato infantry paid allegiance to Bahadur Shah Zafar on the 10th of September,624_45 ,A29T1GZFGRLWDM ,The British captured the city again and destroyed the rebellion,624_46 ,A1ZURC66XJCIKQ ,In 1876 A.D. Muhammad Ali Jinnah&#44; the founder of Pakistan was born in Karachi.,624_47 ,A3AH3NPF2NG7F4 ,At that time Karachi has taken a shape of a developed city whose dependence was on city&#39;s railway station and port.,624_48 ,A3AH3NPF2NG7F4 ,In that era the architecture of most of the buildings was classic British colonial which is different from most of the cities of sub continent.,624_49 ,A19B5AHVCXP765 ,Many buildings of them are still exist&#44; and they become the center of tourism.,624_50 ,A3AH3NPF2NG7F4 ,In the same period Karachi was also becoming the center of literature&#44; educational and cultural activities.
624_51 ,A3AH3NPF2NG7F4 ,Gradually Karachi became a center of trade near a big port.,624_52 ,A1ZURC66XJCIKQ ,In 1880 &#39;s decade &#44; Karachi is joined to the rest of India by means of railway tracks.,624_53 ,A3AH3NPF2NG7F4 ,The population of Karachi increased to 73500 in 1881&#44; 105199 in 1981 and 115407 in 1901.,624_54 ,A19B5AHVCXP765 ,In 1899 Karachi was the biggest center of Eastern world in Wheat import.,624_56 ,A19B5AHVCXP765 ,In 1936 when Sindh got the status of a province then Karachi was chosen for it&#39;s capital.,624_59 ,A19B5AHVCXP765 ,Civic Center&#44; the office of city government,624_60 ,A3AH3NPF2NG7F4 ,In 1947 Karachi was chosen as the capital of Pakistan.,624_61 ,A3AH3NPF2NG7F4 ,At that time the population of the city was only 400000.,624_62 ,A29T1GZFGRLWDM ,Because of its new identity&#44; the population of the city started increasing rapidly and the city became an important centre,624_63 ,A29T1GZFGRLWDM ,Even though the country&#39;s capital moved from Karachi to rawalpindi to Islamabad but Karachi remained the country&#39;s largest city and the centre of economy and trade
624_64 ,A19B5AHVCXP765 ,Karachi became the victiom of violence&#44; political and social chaos and terrorism in the decades of 1980 and 1990.,624_65 ,A3AH3NPF2NG7F4 ,In this present decade the law and order situation of Karachi has greatly improved and due to this reason the city progressed very quickly.,624_66 ,A3DO7MTDWH7MN2 ,Now development work in Karachi continues at a very rapid pace,624_67 ,A3AH3NPF2NG7F4 ,With this Karachi is also emerging as a world center.,624_72 ,A2UEAZ19SRLS4I ,Karachi is located in the south of Pakistan but exactly in the north of the Arabian Sea.,624_73 ,A2UEAZ19SRLS4I ,The area of the city is 3&#44;527 square kilometers.,624_74 ,A2UEAZ19SRLS4I ,It is an area of irregular plain with hills on its north and western borders.,624_75 ,A2UEAZ19SRLS4I ,Two big rivers pass through the city; they are the Malir River and the Lyari River.,624_76 ,A2KJ7A30NJYY1K ,Along with this many small canals pass through the city,624_77 ,A2UEAZ19SRLS4I ,The Karachi Port is located in the south west of the city.
624_78 ,A2UEAZ19SRLS4I ,Since the Port is surrounded by land on all sides it is considered to be a very beautiful&#44; natural harbor.,624_79 ,A2UEAZ19SRLS4I ,Because of its being located at a sea beach the weather in the city is very temperate.,624_80 ,A3DO7MTDWH7MN2 ,There are few rains in the city &#44; in a year there is average 250 millimeter of rain and most of them are in monsoon period,624_81 ,A3AH3NPF2NG7F4 ,In Karachi summer is from April to August and in this time the humidity in the air is also high.,624_82 ,A3AH3NPF2NG7F4 ,The period from November to January is considered as Winter.,624_87 ,A3AH3NPF2NG7F4 ,Civic center&#44; The office of city government,624_88 ,A3AH3NPF2NG7F4 ,The municipality of Karachi started in 1933,624_89 ,A3AH3NPF2NG7F4 ,At the start there used to be one mayor&#44; one vice mayor and 57 counselors.,624_90 ,A3AH3NPF2NG7F4 ,In 1976 the municipality of Karachi was declared as Prime Municipality.,624_91 ,A3AH3NPF2NG7F4 ,In the year 2000 the government of Pakistan planned to transfer political&#44; administrative and monetary resources and responsibilities to lower level.
624_92 ,A1ZSKDWK3U7KKR ,After that in 2001 before this plan became effective&#44; Karachi was the second class administrative unit Division&#44; or Karachi Division in the administrative body.,624_93 ,A19B5AHVCXP765 ,There are five districts in Karachi division&#44; district Karachi South&#44; district Karachi East&#44; district Karachi West&#44; district Karachi central and district Mallir.,624_94 ,A1ZSKDWK3U7KKR ,In year 2001 all of these districts were merged in one district.,624_95 ,A19B5AHVCXP765 ,Now Karachi&#39;s management system is on three levels.,624_99 ,A3G47CAV3O0ELG ,The district Karachi is divided in to 18 towns,6654_2 ,A210MWU3CUTBE1 ,A web-based email service interface of GMAIL,6654_3 ,A3AH3NPF2NG7F4 ,Electronic mail or email is an electronic media system that is a modern method of writing&#44; sending&#44; receiving and saving messages.,671_10 ,A29T1GZFGRLWDM ,A popular national song also has the following lyrics &quot;Better than the world&#44; our Hindustan&quot;,671_11 ,A29T1GZFGRLWDM ,After independence the country&#39;s official name was india,671_12 ,A3AH3NPF2NG7F4 ,After independence the founder of Pakistan Mohammed Ali Jinnah strongly opposed the calling of India as &quot;Hindustan&quot; and said &quot;Hindustan&quot; is the name of country which was before 1947.
671_13 ,A29T1GZFGRLWDM ,Which is why indian leaders could not give it the name of Hindustan,671_14 ,A29T1GZFGRLWDM ,Jinnah also opposed the use of the word India&#44; like Hindustan&#44; but later on agreed to it,671_15 ,A29T1GZFGRLWDM ,In all world languages it is known as India,671_18 ,A29T1GZFGRLWDM ,First in the era of Chandra gupta Moria&#44; secondly in the Mughal era and thirdly under British rule,671_19 ,A3AH3NPF2NG7F4 ,In the reign of Aurangzaib Alamgir the Muslim state was proportionately the largest.,671_20 ,A29T1GZFGRLWDM ,The british rule was significantly less than the Mughal Empire,671_21 ,AZMCPOS91CH8N ,Apart from these three periods&#44; Hindustan (the present India&#44; Bangaladesh and Pakistan) had been always remained various small States.,671_22 ,A29T1GZFGRLWDM ,In most of its thousand years of history&#44; Hindustan remained divided in small areas,671_23 ,A29T1GZFGRLWDM ,Painting on stones in India started more than 40&#44;000 years ago,671_24 ,A29T1GZFGRLWDM ,The first settlements came 9000 years ago
671_25 ,A29T1GZFGRLWDM ,these local settlements gave birth to the sindh culture,671_26 ,A3AH3NPF2NG7F4 ,This civilization was at its peak from 26 century BC and 19 century BC and it was considered as the biggest civilization in that time.,671_27 ,A29T1GZFGRLWDM ,But even at this time its was known called Hind&#44; but was known as Sind,671_28 ,A29T1GZFGRLWDM ,The subcontinent remained divided between Sindh and Hind for a long time,671_30 ,A29T1GZFGRLWDM ,The first point of view was presented by Max Moles,671_31 ,A1ZSKDWK3U7KKR ,According to him&#44; Aryans from the northwest began to force themselves into Hindustan in approximately 15th century BC.,671_32 ,A29T1GZFGRLWDM ,First it was believed that the Aryans came to attack and spread by the use of power,671_33 ,A1ZSKDWK3U7KKR ,But it is now understood that Aryans slowly spread in this region without the use of power&#44; and Vedic civilization was born due to the interaction between the Aryans and local Dravidians.,671_34 ,A1ZSKDWK3U7KKR ,Second theory dictates that Aryan/Vedic people were the natives of Hindustan&#44; who saw their glory days after the end of Dravidian civilization.,671_35 ,A1ZSKDWK3U7KKR ,Arabs invaded and captured the western subcontinental region of Sindh in 7th century (AD?).
671_36 ,A1ZSKDWK3U7KKR ,Many people had embraced Islam prior to that&#44; and the local populace quickly embraced Islam after the invasion.,671_37 ,A1ZSKDWK3U7KKR ,Later on in the 13th century&#44; Turks invaded Hindustan and captured northern Hindustan.,671_38 ,A1ZSKDWK3U7KKR ,Mughals invaded Hindustan in the 16th century&#44; and slowly became the rulers of the whole of Hindustan.,671_39 ,A29T1GZFGRLWDM ,Prior to the attack of the Mughals&#44; a large number of locals were Muslims in India,671_40 ,A1ZSKDWK3U7KKR ,The English subjugated the Mughals in the 19th century&#44; and so became the rulers of Hindustan.,671_42 ,A29T1GZFGRLWDM ,From 1876&#44; the British ruler was also given the title of Emperor of India,671_43 ,A1ZSKDWK3U7KKR ,To control the nation&#44; British rulers utilized their &quot;divide and rule&quot; policy.,671_44 ,A29T1GZFGRLWDM ,Local goods were made expensive and British goods were made cheap and therefore the local currency started going to Britain,671_45 ,A1ZSKDWK3U7KKR ,The emphasis of India&#39;s freedom movement was upon racial discrimination and servant trade policy.,671_49 ,A1ZSKDWK3U7KKR ,By running a mostly non-violent movement against the British rule&#44; India claimed independence under the leadership of Mohandas Karamchand Gandhi&#44; Jawahar Lal Nehru&#44; Sardar Patel&#44; Abu al Kalam Azad&#44; Bal Gangdhar Talak and Sabhash Chandra Bhos.
671_50 ,A29T1GZFGRLWDM ,India was divided between India and Pakistan,671_51 ,A1ZSKDWK3U7KKR ,India fought a war with China over disputed territories in 1962.,671_52 ,A3DO7MTDWH7MN2 ,In 1965 there is war between Pakistan and India for Kashmir,671_53 ,A29T1GZFGRLWDM ,In 1971&#44; there was civil war in Pakistan and there was great Indian intervention,671_54 ,A29T1GZFGRLWDM ,As a result Bangladesh came into being,671_56 ,A29T1GZFGRLWDM ,Inspite of this the basic problems of India remained the Kashmir problem with pakistan&#44; increase in population&#44; natural pollution&#44; poverty&#44; social and racial disagreements,671_59 ,A2KMRPCKI6YGYK ,india is the union of its states which is its Confederative,671_60 ,A3DO7MTDWH7MN2 ,India&#39;s Leader is India&#39;s President,671_61 ,A3DO7MTDWH7MN2 ,President and prime minister elected for five years,671_62 ,A3AH3NPF2NG7F4 ,The administration power in India lies with cabinet.
671_63 ,A19B5AHVCXP765 ,The head of cabinet is the prime minister,671_64 ,A3AH3NPF2NG7F4 ,President elects that person as the Prime Minister who is nominated by the majority of parties of Parliament.,671_65 ,A3AH3NPF2NG7F4 ,Then other ministers are appointed on the advice of Prime minister.,671_68 ,A19B5AHVCXP765 ,Indian culture is stated around 8000 Year B.C&#44; and it&#39;s saved history covers around 2500 years.,6898_0 ,A1FB8PARGLYULX ,Specific arrangement of managed words is called as Uniform Resource Locator which ensures its differentiation from other resource on the internet or you can say that it is different and specific from other URLs,6910_0 ,A29T1GZFGRLWDM ,Germany is the name of a country located in Central Europe,6910_1 ,AZMCPOS91CH8N ,Its official name is &#39;Federal Republic of Germany&#39;.,6910_2 ,AZMCPOS91CH8N ,It is called &#39;Germany&#39; in English&#44; &#39;Deutschland&#39; in German and &#39;Almania&#39; in Arabic languages.,6910_3 ,A3AH3NPF2NG7F4 ,Its national language is German.,6910_4 ,AZMCPOS91CH8N ,There are 16 States in Germany.
6910_5 ,A2KJ7A30NJYY1K ,It is bordered to the north by the North Sea&#44; Denmark&#44; and the Baltic Sea; to the east by Poland and the Czech Republic; to the south by Austria and Switzerland; and to the west by France&#44; Luxembourg&#44; Belgium&#44; and the Netherlands,6910_6 ,A29T1GZFGRLWDM ,Germany is a part of the United Nations&#44; NATO and G,696_19 ,A29T1GZFGRLWDM ,Is not required to state again because its answer has been given at the beginning of the topic already,696_20 ,A1WYSSW33M2FZ2 ,As far as this question is concerned that what is Islam?,696_22 ,A29T1GZFGRLWDM ,In order to dissipate the differences caused by the explanation made by independent factions&#44; it is important to have a single answer,696_23 ,A1WYSSW33M2FZ2 ,Besides some (e.g. Ehl-e-Quran)&#44; all the groups not only agree on regarding Quran and Sunnah as the main pillars of Islamic teachings but also claim that they are persistent practitioners e.g. Ehl-e-Sunnah and Ehl-e-Hadith.,696_24 ,A29T1GZFGRLWDM ,This same explanation is given in various different publications and books as well,696_25 ,A1WYSSW33M2FZ2 ,Shiite community express a particular and narrow point of view on Sunnah and apart from Sunnis&#44; according to them the Sunnah (Hadith) which disagrees with Ehle Bait&#44; are not authentic. Moreover&#44; in this sect the concept of Quran and Ehle Bait is also present besides Quran and Sunnah.,696_98 ,A1ZURC66XJCIKQ ,In Islam the things on which the belief is necessary are being described in  &quot;Ajza e Imaan &quot; part&#44; other than  this&#44; Tauhid ( to believe that lord is one and not to share any body with him ) and Creation can also be described in those elements.,696_99 ,A1ZURC66XJCIKQ ,In the prayers&#44; five times daily Namaz&#44; Namaz of Friday &#44; Namaz of Eid and Baqara Eid are important. Except Namaz&#44; all other elements of Islam comes in the category of Prayers.
7124_0 ,A3AM8AL0IJC3QU ,domain name systems&#44; abbreviated as DNS&#44; are actually servers( mails) which are present on internet or any other network which compile different type of information with domain names and combine them to each other i.e. important thing is that it translates hostname to IP addresses or it can be said that it identifies domain names.,7124_1 ,A29T1GZFGRLWDM ,Category: Programming Languages,714_10 ,A19B5AHVCXP765 ,It&#39;s overwhelming majority is based on Muslims&#44; but there are also many Christians.,714_11 ,A19B5AHVCXP765 ,It&#39;s capital is Baghdad&#44; which is it&#39;s largest city.,714_12 ,APH5QH4BC1AXB ,Famous cities include Najaf&#44; Kofa&#44; Basra&#44; Karbla&#44; Samra&#44; Mausil and Karkook.,714_13 ,A22KNHLEDEI42N ,Rivers of Dajla and Euphrates are its famous rivers,714_14 ,A19B5AHVCXP765 ,It&#39;s central valley is very fertile&#44; and there are old ruins of about 7 to 9 thousand years old in it.,714_15 ,A3AH3NPF2NG7F4 ,Sumerian&#44; Akkadian&#44; Assyrian&#44; Babylonian civilizations developed and then wiped out.,714_18 ,A22KNHLEDEI42N ,Iraq was the residence of ancient human beings,714_21 ,A29T1GZFGRLWDM ,The 50-60 thousand year old niandrathol skeletons of people found from the caves in North east Iraq&#44; tell us that these people had the capability to speak and had traditions&#44; such as burying their dead with flowers
714_23 ,A3U16UHGUAKTZS ,Iraq is considered the site of the first human civilization.,714_24 ,A29T1GZFGRLWDM ,Iraq&#39;s ancient name is Mesopotemia,714_25 ,A3U16UHGUAKTZS ,But this is the name given to them by the Greeks&#44; which means in the middle of seas in the Greek language&#44; and the civilization came to in between the Sea Dajla&#44; and the Sea Farat.,714_26 ,A3U16UHGUAKTZS ,We call this civilization amongst rivers.,714_27 ,A3U16UHGUAKTZS ,This area was the site to the civilizations&#44; Simeria&#44; Acadia&#44; Aseria&#44; Caldani&#44; Sasani and Babel which existed 5000 years Before Christ.,714_28 ,A3U16UHGUAKTZS ,They taught the the world how to write&#44; and formulated the rules of early mathematics&#44; philosophy and science.,714_29 ,A1ZSKDWK3U7KKR ,Acadia Empire had spread as far as the coasts of Lebanon.,714_30 ,A1ZSKDWK3U7KKR ,Lebanon is the region which created initial alphabets and started the navigation of seas.,714_31 ,A1ZSKDWK3U7KKR ,After Acadia&#44; Sumeria and later&#44; Babylon&#39;s civilizations prospered.,714_33 ,A1ZSKDWK3U7KKR ,This region became a part of Cyrus the Great&#39;s Persian Empire for the next 400 years on 6 BC.
714_34 ,A1ZSKDWK3U7KKR ,After that&#44; Alexander conquered this region&#44; which remained under the subjugation of the Greek Empire for 200 years.,714_35 ,A1ZSKDWK3U7KKR ,After Alexander&#44; the Iranians ruled until the 7th century AD.,714_37 ,A1ZSKDWK3U7KKR ,Muslims conquered this region in the 7th century AD.,714_38 ,A1ZSKDWK3U7KKR ,Muslim&#39;s Caliph&#44; Hazrat Ali&#44; made his capital in one of its cities&#44; Kufa.,714_39 ,A22KNHLEDEI42N ,After this Arabs ruled over Iraq in the name of Omayyad and Abbasid dynasties,714_40 ,A3DO7MTDWH7MN2 ,For the first time Abbasi declared Baghdad as Capital,714_41 ,A22KNHLEDEI42N ,In 1258 AD Mongols under the leadership of Halaku Khan conquered Baghdad (See: The fall of Baghdad),714_42 ,A1ZSKDWK3U7KKR ,It later became a part of the Ottoman Empire in the 16th century AD and remained as such until the first world war.,714_45 ,A1ZSKDWK3U7KKR ,Later&#44; France and Britain tore Middle East into pieces by dividing it amongst themselves.,714_46 ,A1ZSKDWK3U7KKR ,The British gave it independence in 1932 and handed the rule over to Ameer Faisal&#44; brother of the Lord of Mekkah&#44; as a compensation for fighting against the Turks.
714_47 ,A1ZSKDWK3U7KKR ,But British military bases remained in Iraq and they had the real power.,714_48 ,A1ZSKDWK3U7KKR ,US influence began to rise in this region after the second world war.,714_49 ,A22KNHLEDEI42N ,In 1956 there was a treaty between Iraq&#44; Pakistan&#44; Turkey&#44; Iran&#44; America and Britain  which became a front against Egypt&#39;s Jamal Abdul Nasser and Syria,714_50 ,A22KNHLEDEI42N ,On this Jamal Abdul Nasser raised his voice against the kingship of Iraq which influenced Iraq also,714_51 ,A22KNHLEDEI42N ,On 14th July 1958 under the leadership of Brigadier General Abdul Kareem Qasim and Colonel Abdul Salam Arif&#44; the army of  Iraq waged a revolution and ended the kingship of Iraq,714_52 ,A22KNHLEDEI42N ,They declared Iraq a democracy and rejected to accept the treaty of Iraq,714_53 ,AZMCPOS91CH8N ,Later on the difference of opinion had happened between the Brigadier General Abdul Karim Qasim and Colonel Abdul Salam Arif&#44; because the Colonel Abdul Salam Arif wanted to have strong ties with Egypt whereas the Brigadier was not interested to do so.,714_54 ,A22KNHLEDEI42N ,At that time Colonel Abdul Salam Arif was suspended,714_55 ,A22KNHLEDEI42N ,In 1963 in one more military coup Ba&#39;ath Party took away the control and made Colonel Abdul Salam Arif as the President,714_57 ,AZMCPOS91CH8N ,Meanwhile&#44; the power had gone out of the hands of the Baath Party for some time. However&#44; they were able to grasp it later on.
714_58 ,AZMCPOS91CH8N ,In 1968 the contract with a British Oil company was terminated and in its place a French company had been given the contract.,714_59 ,A3AH3NPF2NG7F4 ,But later the industry of oil was nationalized.,714_60 ,A3AH3NPF2NG7F4 ,It is that same period in which Iraq&#39;s economically progressed a little.,714_61 ,A3AH3NPF2NG7F4 ,Which was not possible due to the massive looting of Britain.,714_62 ,A3AH3NPF2NG7F4 ,The government of Saddam Hussain of Ba&#39;ath party remained established till 2003 after which America occupied Iraq.,714_63 ,A39DT9DGR2XZF6 ,Saddam Hussein fought a long war with Iran (Iran Iraq war)&#44; wherein Iraq got all the monetary support from Saudi Arab and America,714_64 ,A39DT9DGR2XZF6 ,However&#44; when Saddam Hussein tried to wage a war against Kuwait&#44; both Saudi Arab and America fought against him,714_65 ,A39DT9DGR2XZF6 ,During this war&#44; America used the land of Saudi Arab and Turkey against Iraq,714_66 ,A3AH3NPF2NG7F4 ,The occupation of Iraq on Kuwait was freed but the determination of America continued still after that and America occupied Iraq in the war of Iraq 2003.,714_67 ,A2VDEGKZYP64BX ,american capture and after that
714_69 ,A29T1GZFGRLWDM ,The precious oil of Iraq was being looted by both Britain and America with both hands,714_70 ,A29T1GZFGRLWDM ,This era will be remembered as a bloody era because in this era so many Iraqi people have been killed&#44; that were not even killed in the last 50 years,714_71 ,A29T1GZFGRLWDM ,The former Iraqi President&#44; Saddam Hussain was hung by the caretaker&#44; American Government&#44; which has increased internal riots,714_72 ,A29T1GZFGRLWDM ,Hidden powers are fanning the flames of disagreements between Sunni&#44; Shia and Kurd Muslims. This can ultimately result in the division of Iraq,714_73 ,A29T1GZFGRLWDM ,Besides this America is also eyeing Iran and Pakistan&#44; which are either surrounded by American army or with their allied Governments,714_74 ,A29T1GZFGRLWDM ,This is likely to change the map of the Middle East yet again,714_76 ,A29T1GZFGRLWDM ,Iraq has been divided into 18 provinces&#44; which are as follows,714_79 ,A29T1GZFGRLWDM ,The population of Iraq is more than two and a half billion.,714_81 ,A29T1GZFGRLWDM ,From which 80 percent are Arabs and the remaining are Kurds (aound 15 percent) and of other nationalities (Turkish&#44; Israelis etc).,714_82 ,A28Y0H55DSZ3NX ,Out of 97 percent of Muslims&#44;60 percent of them are Shiya  Muslims.
